"","player","i","pos","age","tm","g","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp"
"213","David West",2008,"PF",27,"NOH",76,37.8,8.3,17.2,0.482,0.1,0.3,0.24,8.2,16.8,0.487,0.484,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,2870,19.9,0.535,0.019,0.27,7.2,20.6,10.6,1.2,2.7,10.2,26.3,4.3,4,8.4,0.14,-0.2,1.4,2.3
"214","David West",2009,"PF",28,"NOH",76,39.2,8,17,0.472,0.1,0.3,0.24,7.9,16.7,0.477,0.474,4.8,5.5,0.884,2.1,6.4,8.5,2.3,0.6,0.9,2.1,2.7,21,2982,18.9,0.54,0.019,0.321,6.5,19.7,10.9,0.9,1.9,10,26.5,4.2,3.5,7.8,0.125,-0.6,0.2,1.2
"215","DeAndre Jordan",2017,"C",28,"LAC",81,31.7,5.1,7.1,0.714,0,0,0,5.1,7.1,0.717,0.714,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,2570,21.8,0.673,0.003,0.737,13.3,34.6,5.7,1,4.3,13.1,15.3,7.2,4.6,11.8,0.221,1,3,3.9
"216","DeMar DeRozan",2014,"SG",24,"TOR",79,38.2,7.6,17.8,0.429,0.8,2.7,0.305,6.8,15.2,0.451,0.452,6.6,8,0.824,0.6,3.7,4.3,4,1.1,0.4,2.2,2.5,22.7,3017,18.4,0.532,0.149,0.448,2,11.3,18.9,1.5,0.7,9.5,28,5.8,3,8.8,0.141,1.4,-0.7,2
"217","DeMar DeRozan",2016,"SG",26,"TOR",78,35.9,7.9,17.7,0.446,0.6,1.8,0.338,7.3,15.9,0.458,0.463,7.1,8.4,0.85,0.8,3.7,4.5,4,1,0.3,2.2,2.1,23.5,2804,21.5,0.55,0.101,0.474,2.7,11.5,20.8,1.5,0.6,9.5,29.8,7.5,2.4,9.9,0.169,2.7,-1.2,2.4
"218","DeMar DeRozan",2017,"SG",27,"TOR",74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,2620,24,0.552,0.08,0.419,3,13.6,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,1.9
"219","DeMar DeRozan",2018,"SG",28,"TOR",80,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7,14.1,0.494,0.488,5.8,7,0.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23,2711,21,0.555,0.203,0.396,2.5,10.4,25,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,2.7,-0.9,2.6
"220","DeMarcus Cousins",2015,"C",24,"SAC",59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,12.6,3.6,1.5,1.7,4.3,4.1,24.1,2013,25.2,0.545,0.008,0.508,10.8,30.6,20.4,2.3,4,16.3,34.1,2.8,3.2,6,0.144,1.4,3.3,3.4
"221","DeMarcus Cousins",2016,"C",25,"SAC",65,34.6,9.2,20.5,0.451,1.1,3.2,0.333,8.2,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,26.9,2246,23.6,0.538,0.158,0.498,7.7,28.2,17,2.2,3.3,13.3,35.4,2.4,3.3,5.7,0.122,1,1.6,2.6
"223","DeMarcus Cousins",2017,"C",26,"TOT",72,34.2,9,19.9,0.452,1.8,5,0.361,7.2,14.8,0.483,0.498,7.2,9.3,0.772,2.1,8.9,11,4.6,1.4,1.3,3.7,3.9,27,2465,25.8,0.562,0.253,0.468,7,29.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,2.6,5.3
"225","Dennis Johnson",1980,"SG",25,"SEA",81,36.3,7.1,16.8,0.422,0.1,0.7,0.207,6.9,16.1,0.431,0.426,4.7,6,0.78,2.1,3,5.1,4.1,1.8,1,2.8,3.3,19,2937,15.9,0.489,0.043,0.358,6.2,8.7,16.1,2.3,1.5,12.6,24.2,3,4.4,7.4,0.12,0.6,1.1,2.8
"226","Dennis Johnson",1981,"PG",26,"PHO",79,33.1,6.7,15.4,0.436,0.1,0.6,0.216,6.6,14.8,0.446,0.441,5.2,6.3,0.82,2,2.6,4.6,3.7,1.7,0.8,2.6,3.1,18.8,2615,17,0.516,0.042,0.411,6.9,8.4,15.8,2.4,1.3,12.6,24.6,4,4.4,8.4,0.154,1.1,0.9,2.6
"227","Dennis Johnson",1982,"SG",27,"PHO",80,36.7,7.2,15.4,0.47,0.1,0.5,0.19,7.1,14.8,0.48,0.473,5,6.2,0.806,1.8,3.4,5.2,4.6,1.3,0.7,2.9,3.2,19.5,2937,16.7,0.54,0.034,0.403,5.5,9.8,18.3,1.7,1.1,13.9,23.6,4.1,4,8.1,0.132,1.2,0.5,2.7
"228","Dennis Johnson",1985,"PG",30,"BOS",80,37.2,6.2,13.3,0.462,0.1,0.3,0.269,6.1,13,0.467,0.466,3.3,3.8,0.853,1.1,2.8,3.9,6.8,1.2,0.5,2.7,2.8,15.7,2976,14.4,0.522,0.024,0.287,3.5,8,23.4,1.5,0.7,15,19.3,3.5,2.8,6.4,0.103,0.3,-0.1,1.7
"229","Dennis Rodman",1990,"SF",28,"DET",82,29,3.5,6,0.581,0,0.1,0.111,3.5,5.9,0.589,0.582,1.7,2.6,0.654,4.1,5.6,9.7,0.9,0.6,0.7,1.1,3.4,8.8,2377,15.4,0.608,0.018,0.438,16.2,21.7,4.2,1.1,1.6,13.2,12.3,5,4.4,9.3,0.189,1.1,2.3,3.2
"230","Dennis Rodman",1992,"PF",30,"DET",82,40.3,4.2,7.7,0.539,0.4,1.2,0.317,3.8,6.5,0.581,0.564,1,1.7,0.6,6.4,12.3,18.7,2.3,0.8,0.9,1.7,3,9.8,3301,17,0.574,0.159,0.22,18.1,34.1,8.2,1.1,1.3,16.7,11.1,5.6,7,12.6,0.183,1.3,3.7,5.8
"231","Deron Williams",2010,"PG",25,"UTA",76,36.9,6.5,13.9,0.469,1.3,3.4,0.371,5.2,10.4,0.501,0.515,4.4,5.5,0.801,0.7,3.3,4,10.5,1.3,0.2,3.3,2.7,18.7,2802,20.6,0.574,0.246,0.397,2.2,10.4,44.5,1.8,0.5,16.9,23.8,7.4,3,10.3,0.177,4.3,-1,3.7
"233","Deron Williams",2011,"PG",26,"TOT",65,37.9,6.6,15,0.439,1.6,4.9,0.331,5,10.1,0.491,0.493,5.4,6.3,0.845,0.6,3.4,4,10.3,1.2,0.2,3.5,2.9,20.1,2465,21.1,0.566,0.325,0.423,1.9,10.9,45.9,1.7,0.5,16.6,25.8,6.2,1.1,7.3,0.142,5.2,-2.4,3
"235","Deron Williams",2012,"PG",27,"NJN",55,36.3,7.1,17.5,0.407,2.1,6.2,0.336,5,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,4,2.2,21,1999,20.3,0.527,0.356,0.317,1.3,9.6,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,0.099,4.9,-2.8,2.1
"236","Derrick Coleman",1994,"PF",26,"NJN",77,36.1,7,15.7,0.447,0.5,1.6,0.314,6.5,14.1,0.462,0.463,5.7,7.4,0.774,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2,2778,21.4,0.534,0.1,0.469,9.8,23.5,15.6,1.2,3.2,12.5,25.3,5.5,4.4,9.9,0.171,2.4,2.1,4.5
"237","Derrick Rose",2010,"PG",21,"CHI",78,36.8,8.6,17.6,0.489,0.2,0.8,0.267,8.4,16.8,0.5,0.495,3.3,4.3,0.766,0.8,2.9,3.7,6,0.7,0.3,2.8,1.2,20.8,2871,18.6,0.532,0.044,0.246,2.6,8.7,30.3,1,0.7,12.5,27.2,3.5,2.5,6,0.1,1.7,-1.3,1.8
"238","Derrick Rose",2011,"PG",22,"CHI",81,37.4,8.8,19.7,0.445,1.6,4.8,0.332,7.2,15,0.481,0.485,5.9,6.9,0.858,1,3.1,4.1,7.7,1,0.6,3.4,1.7,25,3026,23.5,0.55,0.241,0.348,3.2,9.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,13.1,0.208,5.8,0.1,6
"239","Derrick Rose",2012,"PG",23,"CHI",39,35.3,7.7,17.8,0.435,1.4,4.4,0.312,6.4,13.4,0.475,0.473,5,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,1375,23,0.532,0.249,0.344,2.1,8.4,40.3,1.4,1.4,12.9,30.5,4.1,2,6,0.211,5.5,-0.6,2.4
"240","Detlef Schrempf",1993,"PF",30,"IND",82,37.8,6.3,13.2,0.476,0.1,0.6,0.154,6.2,12.6,0.493,0.48,6.4,8,0.804,2.6,7,9.6,6,1,0.3,3,3.7,19.1,3098,19.2,0.571,0.048,0.602,7.5,19.9,23.2,1.3,0.6,15,22.1,7.6,2.9,10.4,0.161,3.2,0.9,4.8
"241","Detlef Schrempf",1995,"SF",32,"SEA",82,35.2,6.4,12.2,0.523,1.1,2.2,0.514,5.2,10,0.525,0.569,5.3,6.4,0.839,1.6,4.5,6.1,3.8,1.1,0.4,2.1,3.1,19.2,2886,20.3,0.641,0.182,0.523,5.7,15.1,16.4,1.6,0.9,12.6,21,9.8,3.1,12.9,0.215,4.2,0.3,4.7
"242","Detlef Schrempf",1997,"SF",34,"SEA",61,35.9,5.8,11.9,0.492,0.9,2.6,0.354,4.9,9.2,0.531,0.531,4.1,5.2,0.801,1.4,5,6.4,4.4,1,0.3,2.5,2.5,16.8,2192,18.3,0.592,0.222,0.436,4.8,16.9,20.4,1.5,0.6,14.8,21.1,5.1,2.9,8,0.174,2.3,0.5,2.7
"243","Devin Harris",2009,"PG",25,"NJN",69,36.1,6.6,15.1,0.438,0.9,3.2,0.291,5.7,11.9,0.477,0.469,7.2,8.8,0.82,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3,2494,21.6,0.563,0.212,0.582,1.4,9.7,34.4,2.4,0.4,14,28.4,5.9,1.7,7.5,0.145,3.9,-1.5,2.8
"244","Dikembe Mutombo",1992,"C",25,"DEN",71,38.3,6,12.2,0.493,0,0,0,6,12.2,0.493,0.493,4.5,7,0.642,4.5,7.8,12.3,2.2,0.6,3,3.5,3.8,16.6,2716,16.5,0.54,0,0.575,11.9,23.3,8.6,0.8,4.8,18.8,20.1,1.3,3.6,4.8,0.086,-1.2,2.6,2.3
"245","Dikembe Mutombo",1995,"C",28,"DEN",82,37.8,4.3,7.7,0.556,0,0,0,4.3,7.7,0.556,0.556,3,4.6,0.654,3.9,8.7,12.6,1.4,0.5,3.9,2.3,3.5,11.5,3100,17,0.595,0,0.604,12.7,26.7,5.5,0.7,7.5,19.5,14.4,3.5,5.2,8.7,0.135,-0.9,4.4,4.3
"246","Dikembe Mutombo",1996,"C",29,"DEN",74,36.7,3.8,7.7,0.499,0,0,0,3.8,7.7,0.5,0.499,3.3,4.8,0.695,3.4,8.4,11.8,1.5,0.5,4.5,2,3.5,11,2713,17.1,0.562,0.002,0.622,10.6,26.6,6.1,0.7,8.8,17.1,14.4,2.6,5,7.6,0.134,-2.1,5.3,3.6
"247","Dikembe Mutombo",1997,"C",30,"ATL",80,37.2,4.8,9,0.527,0,0,0,4.8,9,0.527,0.527,3.8,5.4,0.705,3.4,8.3,11.7,1.4,0.6,3.3,2.3,3.1,13.3,2973,19,0.584,0,0.602,11,25.9,6.4,0.9,7,16.9,17.4,4.7,6.6,11.3,0.183,-1.3,4.5,3.9
"248","Dikembe Mutombo",1998,"C",31,"ATL",82,35.6,4.9,9.1,0.537,0,0,0,4.9,9.1,0.537,0.537,3.7,5.5,0.67,3.4,8,11.4,1,0.4,3.4,2,3.1,13.4,2917,19.8,0.584,0,0.608,11.5,25.6,4.8,0.6,6.6,15.1,17.6,5.6,5.2,10.8,0.177,-0.2,2.7,3.3
"249","Dikembe Mutombo",2000,"C",33,"ATL",82,36.4,3.9,7,0.562,0,0,0,3.9,7,0.562,0.562,3.6,5.1,0.708,3.7,10.4,14.1,1.3,0.3,3.3,2.1,3,11.5,2984,19.4,0.621,0,0.735,11.2,31.3,5.4,0.5,5.9,18.7,13.8,5.6,4.3,9.9,0.16,-0.4,3.2,3.6
"252","Dikembe Mutombo",2001,"C",34,"TOT",75,34.5,3.6,7.4,0.484,0,0,0,3.6,7.4,0.484,0.484,2.8,3.9,0.725,4.1,9.4,13.5,1,0.4,2.7,1.9,2.7,10,2591,17.5,0.547,0,0.523,13.3,30.5,4.7,0.6,5.6,17.4,14.3,3.4,4.7,8.1,0.151,-1.7,3.2,2.2
"253","Dikembe Mutombo",2002,"C",35,"PHI",80,36.3,4,8,0.501,0,0,0,4,8,0.501,0.501,3.5,4.6,0.764,3.2,7.6,10.8,1,0.4,2.4,2,3,11.5,2907,16,0.574,0,0.568,10,23.5,4.8,0.5,5,16.3,15.1,4.1,5.5,9.6,0.158,-1.5,2.9,2.5
"254","Dirk Nowitzki",2002,"C",23,"DAL",76,38,7.9,16.6,0.477,1.8,4.6,0.397,6.1,11.9,0.508,0.532,5.8,6.8,0.853,1.6,8.4,10,2.4,1.1,1,1.9,2.9,23.4,2891,24.1,0.599,0.278,0.41,4.7,24,10.8,1.5,1.9,8.9,25.5,10.2,3.1,13.4,0.222,4.6,0.1,4.8
"255","Dirk Nowitzki",2003,"PF",24,"DAL",80,39,8.6,18.6,0.463,1.9,4.9,0.379,6.8,13.7,0.493,0.513,6,6.9,0.881,1,8.9,9.9,3,1.4,1,1.9,2.6,25.1,3117,25.6,0.581,0.262,0.368,2.9,25.1,13.3,1.8,2,8.1,27.4,10.8,5.3,16.1,0.249,4.6,1,6.1
"256","Dirk Nowitzki",2004,"C",25,"DAL",77,37.9,7.9,17,0.462,1.3,3.8,0.341,6.6,13.2,0.496,0.5,4.8,5.5,0.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,2915,22.5,0.561,0.221,0.323,3.3,22.2,11.3,1.6,2.6,8.3,24.5,9,2.5,11.5,0.19,3.5,0,4
"257","Dirk Nowitzki",2005,"PF",26,"DAL",78,38.7,8.5,18.5,0.459,1.2,2.9,0.399,7.3,15.6,0.47,0.49,7.9,9.1,0.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,3020,26.1,0.578,0.158,0.49,3.6,24,14.3,1.7,2.9,9.1,28.7,10.3,5.2,15.6,0.248,4,1.7,5.9
"258","Dirk Nowitzki",2006,"PF",27,"DAL",81,38.1,9.3,19.3,0.48,1.4,3.3,0.406,7.9,16,0.496,0.515,6.7,7.4,0.901,1.4,7.6,9,2.8,0.7,1,1.9,2,26.6,3089,28.1,0.589,0.173,0.382,4.6,23.4,14.7,1,2.1,7.9,30,13.5,4.3,17.7,0.275,5.8,-0.1,6
"259","Dirk Nowitzki",2007,"PF",28,"DAL",78,36.2,8.6,17.2,0.502,0.9,2.2,0.416,7.7,15,0.515,0.529,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,2820,27.6,0.605,0.129,0.411,5.3,23.9,17.8,1,1.7,9.5,28.9,11.8,4.5,16.3,0.278,5.4,1.3,6.2
"260","Dirk Nowitzki",2008,"PF",29,"DAL",77,36,8.2,17.1,0.479,1,2.9,0.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.5,3.5,0.7,0.9,2.1,2.6,23.6,2769,24.6,0.585,0.167,0.414,4.1,22.8,17.8,1,1.9,9.3,28.8,8.9,4,12.9,0.223,4.2,0.9,5
"261","Dirk Nowitzki",2009,"PF",30,"DAL",81,37.7,9.6,20,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,3050,23.1,0.564,0.105,0.337,3.3,22.1,12.1,1,1.5,7.8,30.3,7.5,3.4,10.9,0.171,1.9,-0.7,2.4
"262","Dirk Nowitzki",2010,"PF",31,"DAL",81,37.5,8.9,18.5,0.481,0.6,1.5,0.421,8.3,17,0.487,0.498,6.6,7.2,0.915,1,6.7,7.7,2.7,0.9,1,1.8,2.6,25,3039,22.9,0.578,0.081,0.392,3.1,20.1,13,1.2,2,7.8,28.8,8.4,3.9,12.3,0.194,2.3,0.3,3.5
"263","Dirk Nowitzki",2011,"PF",32,"DAL",73,34.3,8.4,16.2,0.517,0.9,2.3,0.393,7.5,13.8,0.538,0.545,5.4,6.1,0.892,0.7,6.3,7,2.6,0.5,0.6,1.9,2.4,23,2504,23.4,0.612,0.142,0.376,2.4,20.8,14.2,0.8,1.4,9.1,28.2,7.8,3.3,11.1,0.213,3.2,0.6,3.7
"264","Dirk Nowitzki",2012,"PF",33,"DAL",62,33.5,7.6,16.7,0.457,1.3,3.4,0.368,6.4,13.3,0.481,0.495,5.1,5.7,0.896,0.7,6,6.7,2.2,0.7,0.5,1.9,2.1,21.6,2079,21.7,0.564,0.205,0.343,2.5,19.9,12.6,1.1,1.2,9,29.2,5,2.6,7.6,0.175,2.3,-0.5,2
"265","Dirk Nowitzki",2014,"PF",35,"DAL",80,32.9,7.9,15.9,0.497,1.6,4.1,0.398,6.3,11.8,0.532,0.549,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,2628,23.6,0.603,0.258,0.295,1.8,20,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.199,4.1,-0.8,3.5
"266","Dirk Nowitzki",2015,"PF",36,"DAL",77,29.6,6.3,13.8,0.459,1.4,3.6,0.38,5,10.2,0.486,0.508,3.3,3.8,0.882,0.6,5.4,6,1.9,0.5,0.4,1.1,2.1,17.3,2282,19.2,0.56,0.258,0.272,2.1,19.9,10.4,0.9,1.2,6.5,24.9,5.2,2,7.2,0.152,1.7,-1,1.5
"267","Doc Rivers",1988,"PG",26,"ATL",80,31.3,5,11.1,0.453,0.1,0.4,0.273,4.9,10.7,0.46,0.458,4,5.3,0.758,1,3.5,4.5,9.3,1.8,0.5,2.6,3.4,14.2,2502,20.4,0.527,0.037,0.473,3.7,12.7,42.1,2.8,1,16.3,21.6,5.1,3.2,8.3,0.159,3.6,1.3,4.3
"268","Dominique Wilkins",1986,"SF",26,"ATL",78,39.1,11.4,24.3,0.468,0.2,0.9,0.186,11.2,23.4,0.479,0.472,7.4,9,0.818,3.3,4.6,7.9,2.6,1.8,0.6,3.2,2.2,30.3,3049,23.3,0.536,0.037,0.372,9.5,12.9,11.7,2.2,0.9,10.2,32.9,7,3.9,10.8,0.17,3.8,-0.2,4.3
"269","Dominique Wilkins",1987,"SF",27,"ATL",79,37.6,10.5,22.6,0.463,0.4,1.3,0.292,10.1,21.3,0.474,0.472,7.7,9.4,0.818,2.7,3.6,6.3,3.3,1.5,0.6,2.7,1.9,29,2969,23.5,0.543,0.059,0.415,7.7,10.3,14.9,1.9,1,9.2,32.3,8.4,3.7,12.2,0.197,4.9,0,5.2
"270","Dominique Wilkins",1988,"SF",28,"ATL",78,37.8,11.7,25.1,0.464,0.5,1.7,0.295,11.2,23.4,0.476,0.474,6.9,8.4,0.826,2.7,3.7,6.4,2.9,1.3,0.6,2.8,2.1,30.7,2948,23.7,0.534,0.066,0.335,7.9,11,13.5,1.7,1,8.9,35.2,7,2.8,9.8,0.16,4.4,-1.5,3.7
"271","Dominique Wilkins",1989,"SF",29,"ATL",80,37.5,10.2,22,0.464,0.4,1.3,0.276,9.8,20.6,0.475,0.472,5.5,6.6,0.844,3.2,3.7,6.9,2.6,1.5,0.7,2.3,1.7,26.2,2997,21.8,0.528,0.06,0.298,9.2,11,11.9,1.9,1,8.4,29.4,7.5,2.9,10.4,0.166,3.6,-0.9,3.5
"272","Dominique Wilkins",1990,"SF",30,"ATL",80,36.1,10.1,20.9,0.484,0.7,2.3,0.322,9.4,18.6,0.504,0.502,5.7,7.1,0.807,2.7,3.8,6.5,2.5,1.6,0.6,2.2,1.8,26.7,2888,24.6,0.556,0.109,0.34,8.4,12.4,11.8,2.2,1,8.3,30.4,9.3,1.8,11.1,0.184,5.3,-1.6,4.2
"273","Dominique Wilkins",1991,"SF",31,"ATL",81,38,9.5,20.2,0.47,1,3.1,0.341,8.5,17.2,0.492,0.495,5.9,7.1,0.829,3.2,5.8,9,3.3,1.5,0.8,2.5,1.9,25.9,3078,23.5,0.555,0.152,0.35,9,17.3,14.4,1.9,1.3,9.6,28.1,8.6,2.8,11.4,0.177,4.8,-0.1,5.2
"274","Dominique Wilkins",1993,"SF",33,"ATL",71,37.3,10.4,22.3,0.468,1.7,4.5,0.38,8.7,17.9,0.49,0.506,7.3,8.8,0.828,2.6,4.2,6.8,3.2,1,0.4,2.6,1.6,29.9,2647,24.3,0.57,0.199,0.396,7.6,12.9,14.9,1.3,0.6,9,31.9,9.1,1.4,10.5,0.191,5.9,-2.4,3.7
"276","Dominique Wilkins",1994,"SF",34,"TOT",74,35.6,9.4,21.5,0.44,1.1,4,0.288,8.3,17.5,0.474,0.466,6,7.1,0.847,2.5,4,6.5,2.3,1.2,0.4,2.3,1.7,26,2635,21.4,0.529,0.186,0.329,7.5,12.3,11.3,1.7,0.7,8.6,32,5.6,2.8,8.4,0.153,3,-2.2,1.9
"278","Draymond Green",2016,"PF",25,"GSW",81,34.7,5,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3,14,2808,19.3,0.587,0.315,0.402,5.5,23,29,2,3,21.2,18.8,6,5.1,11.1,0.19,2,3.9,5.5
"279","Draymond Green",2017,"PF",26,"GSW",76,32.5,3.6,8.6,0.418,1.1,3.5,0.308,2.5,5.1,0.494,0.481,2,2.8,0.709,1.3,6.6,7.9,7,2,1.4,2.4,2.9,10.2,2471,16.5,0.522,0.405,0.328,4.7,20.9,27.6,3,3.4,19.8,16.2,2.8,5.4,8.2,0.16,0.5,5,4.6
"280","Draymond Green",2018,"PF",27,"GSW",70,32.7,4,8.8,0.454,1.1,3.7,0.301,2.9,5.2,0.562,0.516,1.9,2.5,0.775,1.1,6.6,7.7,7.3,1.4,1.3,2.9,2.6,11,2287,16.1,0.556,0.414,0.279,3.9,21.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.4,2.7,3
"281","Dwight Howard",2007,"C",21,"ORL",82,36.9,6.4,10.6,0.603,0,0,0.5,6.4,10.6,0.603,0.603,4.8,8.1,0.586,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3,17.6,3023,21.1,0.619,0.002,0.763,11.8,28.9,9.5,1.2,4.2,21.4,22.7,3.9,5.8,9.7,0.154,0.5,3.1,4.3
"282","Dwight Howard",2008,"C",22,"ORL",82,37.7,7.1,11.9,0.599,0,0,0,7.1,11.8,0.601,0.599,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3,20.7,3088,22.9,0.619,0.004,0.921,10.9,31.6,6.1,1.2,4.2,16.1,24.2,6.4,6.4,12.9,0.2,-0.2,2.5,3.3
"283","Dwight Howard",2009,"C",23,"ORL",79,35.7,7.1,12.4,0.572,0,0,0,7.1,12.4,0.573,0.572,6.4,10.7,0.594,4.3,9.6,13.9,1.4,1,2.9,3,3.4,20.6,2821,25.4,0.6,0.002,0.867,13.8,29.5,7.3,1.4,5.9,15.1,26.1,6.2,7.6,13.8,0.234,0.1,4.3,4.6
"284","Dwight Howard",2010,"C",24,"ORL",82,34.7,6.2,10.2,0.612,0,0.1,0,6.2,10.1,0.617,0.612,5.9,10,0.592,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,2843,24,0.63,0.008,0.978,12,31.3,8.7,1.4,6,18.7,23.9,6.1,7.1,13.2,0.223,0.4,5,5.4
"285","Dwight Howard",2011,"C",25,"ORL",78,37.6,7.9,13.4,0.593,0,0.1,0,7.9,13.3,0.597,0.593,7,11.7,0.596,4,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,2935,26.1,0.616,0.007,0.877,12.6,30.6,6.8,1.9,4.9,16.2,27.2,6.7,7.7,14.4,0.235,0.9,3.9,5
"286","Dwight Howard",2012,"C",26,"ORL",54,38.3,7.7,13.4,0.573,0,0.1,0,7.7,13.3,0.579,0.573,5.2,10.6,0.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,2070,24.2,0.569,0.01,0.788,11,33.1,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,0.179,0.1,3.7,3
"287","Dwight Howard",2013,"C",27,"LAL",76,35.8,6.2,10.7,0.578,0,0.1,0.167,6.2,10.6,0.581,0.579,4.7,9.5,0.492,3.3,9.1,12.4,1.4,1.1,2.4,3,3.8,17.1,2722,19.4,0.573,0.007,0.887,10.4,27.4,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,0.134,-1.5,2.8,2.3
"288","Dwight Howard",2014,"C",28,"HOU",71,33.7,6.7,11.3,0.591,0,0.1,0.286,6.6,11.2,0.594,0.593,4.9,9,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,2396,21.3,0.6,0.009,0.798,11.4,27.9,9.3,1.2,4,17.5,24,4,4.1,8,0.161,-0.3,2.2,2.4
"289","Dwyane Wade",2005,"SG",23,"MIA",77,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.1,6.8,1.6,1.1,4.2,3,24.1,2974,23.1,0.561,0.034,0.578,4.5,10.8,31,2.2,2,16.3,30.9,6.7,4.3,11,0.177,3.1,1.4,4.8
"290","Dwyane Wade",2006,"SG",24,"MIA",75,38.6,9.3,18.8,0.495,0.2,1,0.171,9.1,17.8,0.513,0.499,8.4,10.7,0.783,1.4,4.3,5.7,6.7,1.9,0.8,3.6,2.9,27.2,2892,27.6,0.577,0.054,0.568,4.5,12.6,33,2.6,1.5,13.2,32.5,10.2,4.2,14.4,0.239,5.9,1.6,7
"291","Dwyane Wade",2007,"SG",25,"MIA",51,37.9,9.3,18.9,0.491,0.4,1.5,0.266,8.8,17.3,0.511,0.502,8.5,10.5,0.807,1,3.7,4.7,7.5,2.1,1.2,4.2,2.3,27.4,1931,28.9,0.583,0.082,0.556,3.2,11.2,40.5,3,2.5,15.3,34.7,5.9,2.9,8.8,0.219,6.5,1.9,5.1
"292","Dwyane Wade",2008,"SG",26,"MIA",51,38.3,8.6,18.4,0.469,0.4,1.5,0.286,8.2,16.9,0.485,0.48,6.9,9.2,0.758,0.9,3.3,4.2,6.9,1.7,0.7,4.4,2.7,24.6,1954,21.5,0.549,0.082,0.498,2.7,10.5,37.5,2.4,1.5,16.4,33.1,1.8,1.5,3.3,0.082,3,0,2.5
"293","Dwyane Wade",2009,"SG",27,"MIA",79,38.6,10.8,22,0.491,1.1,3.5,0.317,9.7,18.5,0.524,0.516,7.5,9.8,0.765,1.1,3.9,5,7.5,2.2,1.3,3.4,2.3,30.2,3048,30.4,0.574,0.16,0.443,3.5,12.2,40.3,3,2.8,11.6,36.2,10.3,4.4,14.7,0.232,8.7,2,9.7
